benchmark,config_id,workload,dtype,thread_count,m,k,n,request_count,avg_ms,p50_ms,p95_ms,p99_ms,total_ms,throughput_gflops,output_elements,partials,throughput_mb_s
compute,gemm:d=bfloat16:m2:k4096:n4096:t8,gemm,bfloat16,8,2,4096,4096,20,1.143785,1.133578,1.191498,1.202716,22.875694,58.672637,0,0,
compute,gemm:d=bfloat16:m2:k4096:n6144:t8,gemm,bfloat16,8,2,4096,6144,20,1.846897,1.847810,1.886564,1.895035,36.937938,54.504015,0,0,
compute,gemm:d=bfloat16:m2:k4096:n11008:t8,gemm,bfloat16,8,2,4096,11008,20,4.211277,4.202106,4.329541,4.399255,84.225534,42.826697,0,0,
compute,gemm:d=bfloat16:m2:k4096:n28672:t8,gemm,bfloat16,8,2,4096,28672,20,13.770261,13.764888,13.920076,13.951547,275.405227,34.114243,0,0,
compute,gemm:d=bfloat16:m2:k4096:n32000:t8,gemm,bfloat16,8,2,4096,32000,20,17.046814,17.020820,17.256310,17.260392,340.936272,30.755777,0,0,
compute,gemm:d=bfloat16:m2:k14336:n64:t8,gemm,bfloat16,8,2,14336,64,20,0.051810,0.048788,0.062611,0.066006,1.036197,70.836260,0,0,
compute,gemm:d=bfloat16:m2:k14336:n128:t8,gemm,bfloat16,8,2,14336,128,20,0.139632,0.136518,0.162010,0.163409,2.792647,52.566844,0,0,
compute,gemm:d=bfloat16:m2:k14336:n256:t8,gemm,bfloat16,8,2,14336,256,20,0.343912,0.338452,0.361966,0.361984,6.878244,42.685499,0,0,
compute,gemm:d=bfloat16:m2:k14336:n512:t8,gemm,bfloat16,8,2,14336,512,20,0.567512,0.569222,0.592773,0.594118,11.350232,51.734851,0,0,
compute,gemm:d=bfloat16:m2:k14336:n4096:t8,gemm,bfloat16,8,2,14336,4096,20,7.413704,7.426488,7.596230,7.762846,148.274090,31.682005,0,0,
compute,gemm:d=bfloat16:m4:k4096:n64:t8,gemm,bfloat16,8,4,4096,64,20,0.031255,0.029689,0.032899,0.048069,0.625106,67.097484,0,0,
compute,gemm:d=bfloat16:m4:k4096:n128:t8,gemm,bfloat16,8,4,4096,128,20,0.041888,0.040518,0.048313,0.056149,0.837752,100.132354,0,0,
compute,gemm:d=bfloat16:m4:k4096:n256:t8,gemm,bfloat16,8,4,4096,256,20,0.073602,0.069473,0.091692,0.093506,1.472038,113.972710,0,0,
compute,gemm:d=bfloat16:m4:k4096:n512:t8,gemm,bfloat16,8,4,4096,512,20,0.173524,0.168721,0.191299,0.192190,3.470472,96.685500,0,0,
compute,gemm:d=bfloat16:m4:k4096:n4096:t8,gemm,bfloat16,8,4,4096,4096,20,1.220725,1.223635,1.251355,1.252627,24.414508,109.949156,0,0,
compute,gemm:d=bfloat16:m4:k4096:n6144:t8,gemm,bfloat16,8,4,4096,6144,20,1.902893,1.900472,1.941779,1.944371,38.057860,105.800269,0,0,
compute,gemm:d=bfloat16:m4:k4096:n11008:t8,gemm,bfloat16,8,4,4096,11008,20,4.353536,4.342462,4.485437,4.543427,87.070729,82.854513,0,0,
compute,gemm:d=bfloat16:m4:k4096:n28672:t8,gemm,bfloat16,8,4,4096,28672,20,13.830491,13.838427,13.909372,13.930925,276.609814,67.931364,0,0,
compute,gemm:d=bfloat16:m4:k4096:n32000:t8,gemm,bfloat16,8,4,4096,32000,20,16.634099,16.608956,16.779966,16.787004,332.681989,63.037738,0,0,
compute,gemm:d=bfloat16:m4:k14336:n64:t8,gemm,bfloat16,8,4,14336,64,20,0.053229,0.050961,0.066678,0.068732,1.064575,137.896005,0,0,
compute,gemm:d=bfloat16:m4:k14336:n128:t8,gemm,bfloat16,8,4,14336,128,20,0.091109,0.090269,0.097143,0.108033,1.822171,161.127183,0,0,
compute,gemm:d=bfloat16:m4:k14336:n256:t8,gemm,bfloat16,8,4,14336,256,20,0.342240,0.337976,0.361203,0.365019,6.844800,85.788125,0,0,
compute,gemm:d=bfloat16:m4:k14336:n512:t8,gemm,bfloat16,8,4,14336,512,20,0.556290,0.559291,0.574841,0.578062,11.125798,105.556934,0,0,
compute,gemm:d=bfloat16:m4:k14336:n4096:t8,gemm,bfloat16,8,4,14336,4096,20,6.310446,6.285189,6.638473,6.945211,126.208912,74.441977,0,0,
compute,gemm:d=bfloat16:m8:k4096:n64:t8,gemm,bfloat16,8,8,4096,64,20,0.035590,0.034452,0.046967,0.050270,0.711809,117.849142,0,0,
compute,gemm:d=bfloat16:m8:k4096:n128:t8,gemm,bfloat16,8,8,4096,128,20,0.043530,0.042692,0.053134,0.057058,0.870601,192.708439,0,0,
compute,gemm:d=bfloat16:m8:k4096:n256:t8,gemm,bfloat16,8,8,4096,256,20,0.075093,0.072529,0.088433,0.094487,1.501855,223.419917,0,0,
compute,gemm:d=bfloat16:m8:k4096:n512:t8,gemm,bfloat16,8,8,4096,512,20,0.173655,0.169345,0.194337,0.196259,3.473105,193.224403,0,0,
compute,gemm:d=bfloat16:m8:k4096:n4096:t8,gemm,bfloat16,8,8,4096,4096,20,1.245574,1.222168,1.373120,1.401358,24.911487,215.511387,0,0,
compute,gemm:d=bfloat16:m8:k4096:n6144:t8,gemm,bfloat16,8,8,4096,6144,20,1.914259,1.915439,2.039446,2.041454,38.285183,210.344134,0,0,
compute,gemm:d=bfloat16:m8:k4096:n11008:t8,gemm,bfloat16,8,8,4096,11008,20,3.740581,3.745452,3.816403,3.850079,74.811626,192.863149,0,0,
compute,gemm:d=bfloat16:m8:k4096:n28672:t8,gemm,bfloat16,8,8,4096,28672,20,11.294737,11.302310,11.413056,11.465846,225.894743,166.364933,0,0,
compute,gemm:d=bfloat16:m8:k4096:n32000:t8,gemm,bfloat16,8,8,4096,32000,20,13.428829,13.415211,13.521026,13.521958,268.576577,156.167900,0,0,
compute,gemm:d=bfloat16:m8:k14336:n64:t8,gemm,bfloat16,8,8,14336,64,20,0.051562,0.051296,0.053483,0.066328,1.031239,284.707308,0,0,
compute,gemm:d=bfloat16:m8:k14336:n128:t8,gemm,bfloat16,8,8,14336,128,20,0.091841,0.087967,0.124476,0.124508,1.836825,319.683454,0,0,
compute,gemm:d=bfloat16:m8:k14336:n256:t8,gemm,bfloat16,8,8,14336,256,20,0.349983,0.346333,0.368127,0.381272,6.999656,167.780405,0,0,
compute,gemm:d=bfloat16:m8:k14336:n512:t8,gemm,bfloat16,8,8,14336,512,20,0.530042,0.528019,0.553510,0.555450,10.600838,221.568355,0,0,
compute,gemm:d=bfloat16:m8:k14336:n4096:t8,gemm,bfloat16,8,8,14336,4096,20,4.979911,4.974883,5.193110,5.336616,99.598225,188.662819,0,0,
compute,gemm:d=bfloat16:m16:k4096:n64:t8,gemm,bfloat16,8,16,4096,64,20,0.037641,0.037230,0.038977,0.044937,0.752815,222.859746,0,0,
compute,gemm:d=bfloat16:m16:k4096:n128:t8,gemm,bfloat16,8,16,4096,128,20,0.049345,0.047993,0.057403,0.061928,0.986896,339.999676,0,0,
compute,gemm:d=bfloat16:m16:k4096:n256:t8,gemm,bfloat16,8,16,4096,256,20,0.101559,0.098683,0.121634,0.122608,2.031184,330.392835,0,0,
compute,gemm:d=bfloat16:m16:k4096:n512:t8,gemm,bfloat16,8,16,4096,512,20,0.179047,0.173443,0.198865,0.205177,3.580949,374.810499,0,0,
compute,gemm:d=bfloat16:m16:k4096:n4096:t8,gemm,bfloat16,8,16,4096,4096,20,1.169937,1.155352,1.234350,1.276018,23.398739,458.888756,0,0,
compute,gemm:d=bfloat16:m16:k4096:n6144:t8,gemm,bfloat16,8,16,4096,6144,20,1.677652,1.634404,1.823247,1.827669,33.553034,480.019999,0,0,
compute,gemm:d=bfloat16:m16:k4096:n11008:t8,gemm,bfloat16,8,16,4096,11008,20,3.218116,3.222260,3.344215,3.345857,64.362323,448.349441,0,0,
compute,gemm:d=bfloat16:m16:k4096:n28672:t8,gemm,bfloat16,8,16,4096,28672,20,9.565003,9.583261,9.674983,9.676417,191.300052,392.900717,0,0,
compute,gemm:d=bfloat16:m16:k4096:n32000:t8,gemm,bfloat16,8,16,4096,32000,20,12.282676,12.249930,12.466627,12.537329,245.653523,341.481282,0,0,
compute,gemm:d=bfloat16:m16:k14336:n64:t8,gemm,bfloat16,8,16,14336,64,20,0.056978,0.055772,0.058651,0.072595,1.139558,515.289753,0,0,
compute,gemm:d=bfloat16:m16:k14336:n128:t8,gemm,bfloat16,8,16,14336,128,20,0.171605,0.166654,0.189111,0.197150,3.432094,342.183262,0,0,
compute,gemm:d=bfloat16:m16:k14336:n256:t8,gemm,bfloat16,8,16,14336,256,20,0.331141,0.325872,0.346832,0.350670,6.622814,354.654417,0,0,
compute,gemm:d=bfloat16:m16:k14336:n512:t8,gemm,bfloat16,8,16,14336,512,20,0.557709,0.559343,0.571654,0.590553,11.154185,421.153180,0,0,
compute,gemm:d=bfloat16:m16:k14336:n4096:t8,gemm,bfloat16,8,16,14336,4096,20,4.931611,4.936993,5.009780,5.015197,98.632228,381.021139,0,0,
compute,gemm:d=bfloat16:m32:k4096:n64:t8,gemm,bfloat16,8,32,4096,64,20,0.045938,0.042928,0.060673,0.060983,0.918755,365.216320,0,0,
compute,gemm:d=bfloat16:m32:k4096:n128:t8,gemm,bfloat16,8,32,4096,128,20,0.050237,0.048916,0.060645,0.065700,1.004745,667.919363,0,0,
compute,gemm:d=bfloat16:m32:k4096:n256:t8,gemm,bfloat16,8,32,4096,256,20,0.126732,0.124130,0.148487,0.150087,2.534644,529.532857,0,0,
compute,gemm:d=bfloat16:m32:k4096:n512:t8,gemm,bfloat16,8,32,4096,512,20,0.285571,0.281014,0.310277,0.335765,5.711412,469.998410,0,0,
compute,gemm:d=bfloat16:m32:k4096:n4096:t8,gemm,bfloat16,8,32,4096,4096,20,1.838210,1.845524,1.946379,1.946857,36.764190,584.123749,0,0,
compute,gemm:d=bfloat16:m32:k4096:n6144:t8,gemm,bfloat16,8,32,4096,6144,20,2.739120,2.720273,2.854941,2.863214,54.782408,588.003629,0,0,
compute,gemm:d=bfloat16:m32:k4096:n11008:t8,gemm,bfloat16,8,32,4096,11008,20,7.131572,7.119345,7.489510,7.511153,142.631442,404.634646,0,0,
compute,gemm:d=bfloat16:m32:k4096:n28672:t8,gemm,bfloat16,8,32,4096,28672,20,26.236727,26.238773,26.684541,26.852339,524.734531,286.476011,0,0,
compute,gemm:d=bfloat16:m32:k4096:n32000:t8,gemm,bfloat16,8,32,4096,32000,20,28.898980,28.965274,29.160999,29.210204,577.979609,290.273493,0,0,
compute,gemm:d=bfloat16:m32:k14336:n64:t8,gemm,bfloat16,8,32,14336,64,20,0.074550,0.073458,0.088124,0.090918,1.490992,787.666949,0,0,
compute,gemm:d=bfloat16:m32:k14336:n128:t8,gemm,bfloat16,8,32,14336,128,20,0.220812,0.217313,0.238727,0.239343,4.416238,531.857712,0,0,
compute,gemm:d=bfloat16:m32:k14336:n256:t8,gemm,bfloat16,8,32,14336,256,20,0.390450,0.387560,0.413298,0.423465,7.809000,601.564923,0,0,
compute,gemm:d=bfloat16:m32:k14336:n512:t8,gemm,bfloat16,8,32,14336,512,20,0.711072,0.717614,0.737693,0.751319,14.221437,660.639355,0,0,
compute,gemm:d=bfloat16:m32:k14336:n4096:t8,gemm,bfloat16,8,32,14336,4096,20,5.082349,5.048723,5.352341,5.364495,101.646974,739.440878,0,0,
compute,gemm:d=bfloat16:m64:k4096:n64:t8,gemm,bfloat16,8,64,4096,64,20,0.067884,0.067028,0.070001,0.078671,1.357682,494.290003,0,0,
compute,gemm:d=bfloat16:m64:k4096:n128:t8,gemm,bfloat16,8,64,4096,128,20,0.087330,0.085265,0.100610,0.100827,1.746603,768.450117,0,0,
compute,gemm:d=bfloat16:m64:k4096:n256:t8,gemm,bfloat16,8,64,4096,256,20,0.170363,0.167416,0.187825,0.189113,3.407262,787.833328,0,0,
compute,gemm:d=bfloat16:m64:k4096:n512:t8,gemm,bfloat16,8,64,4096,512,20,0.293724,0.291808,0.316201,0.326728,5.874482,913.903408,0,0,
compute,gemm:d=bfloat16:m64:k4096:n4096:t8,gemm,bfloat16,8,64,4096,4096,20,2.408248,2.416467,2.485808,2.496312,48.164967,891.720178,0,0,
compute,gemm:d=bfloat16:m64:k4096:n6144:t8,gemm,bfloat16,8,64,4096,6144,20,3.268553,3.268579,3.481439,3.597986,65.371061,985.520327,0,0,
compute,gemm:d=bfloat16:m64:k4096:n11008:t8,gemm,bfloat16,8,64,4096,11008,20,7.725245,7.702603,7.982691,8.139460,154.504899,747.078227,0,0,
compute,gemm:d=bfloat16:m64:k4096:n28672:t8,gemm,bfloat16,8,64,4096,28672,20,30.150828,30.128544,30.296623,30.360547,603.016570,498.572885,0,0,
compute,gemm:d=bfloat16:m64:k4096:n32000:t8,gemm,bfloat16,8,64,4096,32000,20,29.213915,28.966888,29.723257,32.266124,584.278306,574.288514,0,0,
compute,gemm:d=bfloat16:m64:k14336:n64:t8,gemm,bfloat16,8,64,14336,64,20,0.119479,0.115206,0.137591,0.161887,2.389580,982.938525,0,0,
compute,gemm:d=bfloat16:m64:k14336:n128:t8,gemm,bfloat16,8,64,14336,128,20,0.344051,0.345427,0.376457,0.397260,6.881018,682.692660,0,0,
compute,gemm:d=bfloat16:m64:k14336:n256:t8,gemm,bfloat16,8,64,14336,256,20,0.530331,0.531068,0.572108,0.583622,10.606629,885.789534,0,0,
compute,gemm:d=bfloat16:m64:k14336:n512:t8,gemm,bfloat16,8,64,14336,512,20,1.024756,1.027865,1.051200,1.051594,20.495120,916.827124,0,0,
compute,gemm:d=bfloat16:m64:k14336:n4096:t8,gemm,bfloat16,8,64,14336,4096,20,7.463186,7.534652,7.772727,7.826484,149.263716,1007.102459,0,0,
compute,gemm:d=bfloat16:m128:k4096:n64:t8,gemm,bfloat16,8,128,4096,64,20,0.084144,0.082262,0.100348,0.101051,1.682887,797.544505,0,0,
compute,gemm:d=bfloat16:m128:k4096:n128:t8,gemm,bfloat16,8,128,4096,128,20,0.151724,0.147425,0.170398,0.171186,3.034476,884.618814,0,0,
compute,gemm:d=bfloat16:m128:k4096:n256:t8,gemm,bfloat16,8,128,4096,256,20,0.249809,0.244637,0.282272,0.285967,4.996186,1074.561500,0,0,
compute,gemm:d=bfloat16:m128:k4096:n512:t8,gemm,bfloat16,8,128,4096,512,20,0.455555,0.452508,0.499893,0.507370,9.111101,1178.498432,0,0,
compute,gemm:d=bfloat16:m128:k4096:n4096:t8,gemm,bfloat16,8,128,4096,4096,20,3.424211,3.448590,3.593308,3.626002,68.484215,1254.294087,0,0,
compute,gemm:d=bfloat16:m128:k4096:n6144:t8,gemm,bfloat16,8,128,4096,6144,20,4.662896,4.538571,5.015892,5.028178,93.257912,1381.641687,0,0,
compute,gemm:d=bfloat16:m128:k4096:n11008:t8,gemm,bfloat16,8,128,4096,11008,20,8.673772,8.794040,9.134889,9.181563,173.475447,1330.761766,0,0,
compute,gemm:d=bfloat16:m128:k4096:n28672:t8,gemm,bfloat16,8,128,4096,28672,20,25.284700,25.246188,25.641147,25.667472,505.693993,1189.049959,0,0,
compute,gemm:d=bfloat16:m128:k4096:n32000:t8,gemm,bfloat16,8,128,4096,32000,20,28.750041,28.735816,29.253596,29.290878,575.000822,1167.109010,0,0,
compute,gemm:d=bfloat16:m128:k14336:n64:t8,gemm,bfloat16,8,128,14336,64,20,0.275948,0.269601,0.300925,0.319681,5.518950,851.180112,0,0,
compute,gemm:d=bfloat16:m128:k14336:n128:t8,gemm,bfloat16,8,128,14336,128,20,0.523101,0.514863,0.592166,0.612079,10.462010,898.034026,0,0,
compute,gemm:d=bfloat16:m128:k14336:n256:t8,gemm,bfloat16,8,128,14336,256,20,0.954780,0.958063,0.971506,0.972964,19.095603,984.021396,0,0,
compute,gemm:d=bfloat16:m128:k14336:n512:t8,gemm,bfloat16,8,128,14336,512,20,1.672994,1.671847,1.718384,1.721722,33.459875,1123.165100,0,0,
compute,gemm:d=bfloat16:m128:k14336:n4096:t8,gemm,bfloat16,8,128,14336,4096,20,9.004777,8.997453,9.119663,9.151026,180.095545,1669.378944,0,0,
compute,gemm:d=bfloat16:m256:k4096:n64:t8,gemm,bfloat16,8,256,4096,64,20,0.094047,0.092645,0.103921,0.112949,1.880942,1427.133085,0,0,
compute,gemm:d=bfloat16:m256:k4096:n128:t8,gemm,bfloat16,8,256,4096,128,20,0.241499,0.236835,0.259793,0.269604,4.829988,1111.536741,0,0,
compute,gemm:d=bfloat16:m256:k4096:n256:t8,gemm,bfloat16,8,256,4096,256,20,0.435803,0.432447,0.469469,0.473699,8.716069,1231.910651,0,0,
compute,gemm:d=bfloat16:m256:k4096:n512:t8,gemm,bfloat16,8,256,4096,512,20,0.546675,0.549177,0.568105,0.573452,10.933492,1964.133369,0,0,
compute,gemm:d=bfloat16:m256:k4096:n4096:t8,gemm,bfloat16,8,256,4096,4096,20,5.897551,5.906007,5.964408,5.994493,117.951026,1456.525625,0,0,
compute,gemm:d=bfloat16:m256:k4096:n6144:t8,gemm,bfloat16,8,256,4096,6144,20,6.253874,6.267722,6.344111,6.397824,125.077473,2060.307357,0,0,
compute,gemm:d=bfloat16:m256:k4096:n11008:t8,gemm,bfloat16,8,256,4096,11008,20,11.777949,11.802451,11.983533,11.985367,235.558977,1960.056841,0,0,
compute,gemm:d=bfloat16:m256:k4096:n28672:t8,gemm,bfloat16,8,256,4096,28672,20,32.105771,32.099533,32.335852,32.349530,642.115423,1872.857745,0,0,
compute,gemm:d=bfloat16:m256:k4096:n32000:t8,gemm,bfloat16,8,256,4096,32000,20,37.723695,37.792072,38.064386,38.279224,754.473899,1778.957870,0,0,
compute,gemm:d=bfloat16:m256:k14336:n64:t8,gemm,bfloat16,8,256,14336,64,20,0.412580,0.413189,0.437771,0.449394,8.251601,1138.596129,0,0,
compute,gemm:d=bfloat16:m256:k14336:n128:t8,gemm,bfloat16,8,256,14336,128,20,0.764833,0.775494,0.780989,0.782633,15.296658,1228.404395,0,0,
compute,gemm:d=bfloat16:m256:k14336:n256:t8,gemm,bfloat16,8,256,14336,256,20,1.469944,1.474586,1.501109,1.508406,29.398871,1278.313165,0,0,
compute,gemm:d=bfloat16:m256:k14336:n512:t8,gemm,bfloat16,8,256,14336,512,20,2.826346,2.814356,2.884947,2.892033,56.526925,1329.665954,0,0,
compute,gemm:d=bfloat16:m256:k14336:n4096:t8,gemm,bfloat16,8,256,14336,4096,20,22.267237,22.073102,23.017850,23.549583,445.344735,1350.179702,0,0,
compute,merge:out4096:p4:t8,reduction_merge,float32,8,0,0,0,20,0.050547,0.050375,0.054328,0.059417,1.010948,0.000000,4096,4,1545.579001
compute,merge:out4096:p8:t8,reduction_merge,float32,8,0,0,0,20,0.101130,0.098920,0.110513,0.115574,2.022597,0.000000,4096,8,1390.538995
compute,merge:out4096:p16:t8,reduction_merge,float32,8,0,0,0,20,0.193461,0.192612,0.203439,0.203665,3.869216,0.000000,4096,16,1373.017169
compute,merge:out11008:p4:t8,reduction_merge,float32,8,0,0,0,20,0.141484,0.140910,0.153143,0.156430,2.829683,0.000000,11008,4,1483.989108
compute,merge:out11008:p8:t8,reduction_merge,float32,8,0,0,0,20,0.259637,0.257787,0.273334,0.276528,5.192749,0.000000,11008,8,1455.605451
compute,merge:out11008:p16:t8,reduction_merge,float32,8,0,0,0,20,0.521766,0.517847,0.544399,0.575768,10.435325,0.000000,11008,16,1368.174326
compute,merge:out16384:p4:t8,reduction_merge,float32,8,0,0,0,20,0.207581,0.209717,0.227575,0.228933,4.151621,0.000000,16384,4,1505.436069
compute,merge:out16384:p8:t8,reduction_merge,float32,8,0,0,0,20,0.403178,0.404141,0.418221,0.421814,8.063560,0.000000,16384,8,1395.165411
compute,merge:out16384:p16:t8,reduction_merge,float32,8,0,0,0,20,0.758419,0.752933,0.780992,0.781790,15.168377,0.000000,16384,16,1400.940918
