benchmark,config_id,workload,dtype,thread_count,m,k,n,request_count,avg_ms,p50_ms,p95_ms,p99_ms,total_ms,throughput_gflops,output_elements,partials,throughput_mb_s
compute,gemm:d=bfloat16:m2:k4096:n28672:t8,gemm,bfloat16,8,2,4096,28672,20,12.230542,12.224837,12.388095,12.465780,244.610849,38.408930,0,0,
compute,gemm:d=bfloat16:m2:k4096:n32000:t8,gemm,bfloat16,8,2,4096,32000,20,15.251794,15.263385,15.347436,15.374862,305.035878,34.375497,0,0,
compute,gemm:d=bfloat16:m2:k14336:n64:t8,gemm,bfloat16,8,2,14336,64,20,0.038076,0.036316,0.046536,0.047998,0.761515,96.387228,0,0,
compute,gemm:d=bfloat16:m2:k14336:n128:t8,gemm,bfloat16,8,2,14336,128,20,0.105866,0.103885,0.122103,0.123296,2.117316,69.333364,0,0,
compute,gemm:d=bfloat16:m2:k14336:n256:t8,gemm,bfloat16,8,2,14336,256,20,0.344620,0.340665,0.356058,0.361352,6.892396,42.597854,0,0,
compute,gemm:d=bfloat16:m2:k14336:n512:t8,gemm,bfloat16,8,2,14336,512,20,0.532391,0.535975,0.543888,0.547686,10.647814,55.147710,0,0,
compute,gemm:d=bfloat16:m2:k14336:n4096:t8,gemm,bfloat16,8,2,14336,4096,20,5.717496,5.728432,5.814960,5.862593,114.349929,41.081097,0,0,
compute,gemm:d=bfloat16:m4:k4096:n64:t8,gemm,bfloat16,8,4,4096,64,20,0.025565,0.025862,0.026579,0.026882,0.511298,82.032474,0,0,
compute,gemm:d=bfloat16:m4:k4096:n128:t8,gemm,bfloat16,8,4,4096,128,20,0.034367,0.034670,0.037181,0.049805,0.687339,122.044697,0,0,
compute,gemm:d=bfloat16:m4:k4096:n256:t8,gemm,bfloat16,8,4,4096,256,20,0.067763,0.064300,0.084061,0.092642,1.355258,123.793521,0,0,
compute,gemm:d=bfloat16:m4:k4096:n512:t8,gemm,bfloat16,8,4,4096,512,20,0.146345,0.143384,0.161041,0.166151,2.926906,114.641304,0,0,
compute,gemm:d=bfloat16:m4:k4096:n4096:t8,gemm,bfloat16,8,4,4096,4096,20,0.997431,0.990358,1.037061,1.039019,19.948622,134.563408,0,0,
compute,gemm:d=bfloat16:m4:k4096:n6144:t8,gemm,bfloat16,8,4,4096,6144,20,1.490075,1.490094,1.506129,1.508573,29.801497,135.111731,0,0,
compute,gemm:d=bfloat16:m4:k4096:n11008:t8,gemm,bfloat16,8,4,4096,11008,20,3.376683,3.365971,3.445470,3.455133,67.533655,106.823818,0,0,
compute,gemm:d=bfloat16:m4:k4096:n28672:t8,gemm,bfloat16,8,4,4096,28672,20,12.043414,12.037893,12.138266,12.140863,240.868275,78.011444,0,0,
compute,gemm:d=bfloat16:m4:k4096:n32000:t8,gemm,bfloat16,8,4,4096,32000,20,15.624405,15.658071,15.788307,15.838207,312.488106,67.111418,0,0,
compute,gemm:d=bfloat16:m4:k14336:n64:t8,gemm,bfloat16,8,4,14336,64,20,0.038376,0.033973,0.050909,0.064232,0.767525,191.264962,0,0,
compute,gemm:d=bfloat16:m4:k14336:n128:t8,gemm,bfloat16,8,4,14336,128,20,0.067305,0.065419,0.081259,0.083877,1.346092,218.113829,0,0,
compute,gemm:d=bfloat16:m4:k14336:n256:t8,gemm,bfloat16,8,4,14336,256,20,0.345990,0.341656,0.360516,0.360600,6.919808,84.858216,0,0,
compute,gemm:d=bfloat16:m4:k14336:n512:t8,gemm,bfloat16,8,4,14336,512,20,0.466553,0.462421,0.482882,0.484511,9.331050,125.859911,0,0,
compute,gemm:d=bfloat16:m4:k14336:n4096:t8,gemm,bfloat16,8,4,14336,4096,20,5.172185,5.146816,5.335501,5.349177,103.443700,90.824680,0,0,
compute,gemm:d=bfloat16:m8:k4096:n64:t8,gemm,bfloat16,8,8,4096,64,20,0.028334,0.027973,0.029339,0.034827,0.566684,148.029731,0,0,
compute,gemm:d=bfloat16:m8:k4096:n128:t8,gemm,bfloat16,8,8,4096,128,20,0.033864,0.033700,0.038873,0.053157,0.677274,247.716818,0,0,
compute,gemm:d=bfloat16:m8:k4096:n256:t8,gemm,bfloat16,8,8,4096,256,20,0.067615,0.065371,0.082546,0.083529,1.352299,248.128794,0,0,
compute,gemm:d=bfloat16:m8:k4096:n512:t8,gemm,bfloat16,8,8,4096,512,20,0.145347,0.142661,0.159686,0.162227,2.906948,230.856775,0,0,
compute,gemm:d=bfloat16:m8:k4096:n4096:t8,gemm,bfloat16,8,8,4096,4096,20,0.967853,0.967132,0.979845,0.982419,19.357063,277.351431,0,0,
compute,gemm:d=bfloat16:m8:k4096:n6144:t8,gemm,bfloat16,8,8,4096,6144,20,1.503489,1.500335,1.564054,1.575766,30.069772,267.812595,0,0,
compute,gemm:d=bfloat16:m8:k4096:n11008:t8,gemm,bfloat16,8,8,4096,11008,20,3.119371,3.110448,3.180798,3.230641,62.387418,231.271084,0,0,
compute,gemm:d=bfloat16:m8:k4096:n28672:t8,gemm,bfloat16,8,8,4096,28672,20,9.847491,9.835540,9.921492,9.935935,196.949819,190.814919,0,0,
compute,gemm:d=bfloat16:m8:k4096:n32000:t8,gemm,bfloat16,8,8,4096,32000,20,11.945026,11.916792,12.257764,12.539637,238.900514,175.566973,0,0,
compute,gemm:d=bfloat16:m8:k14336:n64:t8,gemm,bfloat16,8,8,14336,64,20,0.040026,0.037160,0.047726,0.054026,0.800516,366.765037,0,0,
compute,gemm:d=bfloat16:m8:k14336:n128:t8,gemm,bfloat16,8,8,14336,128,20,0.063906,0.061024,0.078767,0.082824,1.278121,459.426424,0,0,
compute,gemm:d=bfloat16:m8:k14336:n256:t8,gemm,bfloat16,8,8,14336,256,20,0.349311,0.344111,0.364926,0.365036,6.986222,168.103035,0,0,
compute,gemm:d=bfloat16:m8:k14336:n512:t8,gemm,bfloat16,8,8,14336,512,20,0.470125,0.469970,0.490559,0.491189,9.402503,249.806912,0,0,
compute,gemm:d=bfloat16:m8:k14336:n4096:t8,gemm,bfloat16,8,8,14336,4096,20,3.894318,3.887840,3.969345,3.978139,77.886355,241.255120,0,0,
compute,gemm:d=bfloat16:m16:k4096:n64:t8,gemm,bfloat16,8,16,4096,64,20,0.029650,0.029698,0.030452,0.030538,0.592993,282.924352,0,0,
compute,gemm:d=bfloat16:m16:k4096:n128:t8,gemm,bfloat16,8,16,4096,128,20,0.036936,0.038728,0.039956,0.040546,0.738729,454.218421,0,0,
compute,gemm:d=bfloat16:m16:k4096:n256:t8,gemm,bfloat16,8,16,4096,256,20,0.082412,0.079736,0.090810,0.094889,1.648235,407.155921,0,0,
compute,gemm:d=bfloat16:m16:k4096:n512:t8,gemm,bfloat16,8,16,4096,512,20,0.152277,0.148328,0.173379,0.175864,3.045540,440.702562,0,0,
compute,gemm:d=bfloat16:m16:k4096:n4096:t8,gemm,bfloat16,8,16,4096,4096,20,1.196949,1.196762,1.219989,1.222891,23.938989,448.532653,0,0,
compute,gemm:d=bfloat16:m16:k4096:n6144:t8,gemm,bfloat16,8,16,4096,6144,20,1.289820,1.283764,1.323325,1.335395,25.796406,624.355476,0,0,
compute,gemm:d=bfloat16:m16:k4096:n11008:t8,gemm,bfloat16,8,16,4096,11008,20,2.624186,2.613069,2.705152,2.747844,52.483713,549.824124,0,0,
compute,gemm:d=bfloat16:m16:k4096:n28672:t8,gemm,bfloat16,8,16,4096,28672,20,8.534944,8.515559,8.689256,8.700032,170.698870,440.318836,0,0,
compute,gemm:d=bfloat16:m16:k4096:n32000:t8,gemm,bfloat16,8,16,4096,32000,20,10.787521,10.770022,11.037481,11.064992,215.750428,388.810723,0,0,
compute,gemm:d=bfloat16:m16:k14336:n64:t8,gemm,bfloat16,8,16,14336,64,20,0.041989,0.038690,0.052469,0.054079,0.839773,699.239628,0,0,
compute,gemm:d=bfloat16:m16:k14336:n128:t8,gemm,bfloat16,8,16,14336,128,20,0.156169,0.153002,0.175833,0.179049,3.123371,376.005643,0,0,
compute,gemm:d=bfloat16:m16:k14336:n256:t8,gemm,bfloat16,8,16,14336,256,20,0.292832,0.286909,0.311329,0.326406,5.856641,401.050746,0,0,
compute,gemm:d=bfloat16:m16:k14336:n512:t8,gemm,bfloat16,8,16,14336,512,20,0.485513,0.484986,0.500984,0.502640,9.710259,483.779112,0,0,
compute,gemm:d=bfloat16:m16:k14336:n4096:t8,gemm,bfloat16,8,16,14336,4096,20,3.817576,3.819781,3.889668,3.922949,76.351526,492.209728,0,0,
compute,gemm:d=bfloat16:m32:k4096:n64:t8,gemm,bfloat16,8,32,4096,64,20,0.037271,0.037507,0.048285,0.049344,0.745422,450.140082,0,0,
compute,gemm:d=bfloat16:m32:k4096:n128:t8,gemm,bfloat16,8,32,4096,128,20,0.044919,0.042746,0.052135,0.064835,0.898384,746.995316,0,0,
compute,gemm:d=bfloat16:m32:k4096:n256:t8,gemm,bfloat16,8,32,4096,256,20,0.098924,0.096627,0.111816,0.120769,1.978471,678.391182,0,0,
compute,gemm:d=bfloat16:m32:k4096:n512:t8,gemm,bfloat16,8,32,4096,512,20,0.240717,0.230928,0.282725,0.299253,4.814342,557.574547,0,0,
compute,gemm:d=bfloat16:m32:k4096:n4096:t8,gemm,bfloat16,8,32,4096,4096,20,1.452716,1.455072,1.486003,1.486527,29.054316,739.127243,0,0,
compute,gemm:d=bfloat16:m32:k4096:n6144:t8,gemm,bfloat16,8,32,4096,6144,20,2.193606,2.172299,2.282287,2.294501,43.872112,734.230773,0,0,
compute,gemm:d=bfloat16:m32:k4096:n11008:t8,gemm,bfloat16,8,32,4096,11008,20,5.032898,4.947481,5.400375,5.530417,100.657962,573.363715,0,0,
compute,gemm:d=bfloat16:m32:k4096:n28672:t8,gemm,bfloat16,8,32,4096,28672,20,23.386452,23.358688,23.741673,23.752835,467.729049,321.390890,0,0,
compute,gemm:d=bfloat16:m32:k4096:n32000:t8,gemm,bfloat16,8,32,4096,32000,20,26.161887,26.199915,26.416916,26.425649,523.237746,320.642311,0,0,
compute,gemm:d=bfloat16:m32:k14336:n64:t8,gemm,bfloat16,8,32,14336,64,20,0.054296,0.052253,0.063817,0.077626,1.085919,1081.485009,0,0,
compute,gemm:d=bfloat16:m32:k14336:n128:t8,gemm,bfloat16,8,32,14336,128,20,0.191082,0.186897,0.207142,0.209826,3.821638,614.608249,0,0,
compute,gemm:d=bfloat16:m32:k14336:n256:t8,gemm,bfloat16,8,32,14336,256,20,0.331670,0.327446,0.349994,0.353034,6.633395,708.177408,0,0,
compute,gemm:d=bfloat16:m32:k14336:n512:t8,gemm,bfloat16,8,32,14336,512,20,0.564471,0.561674,0.579333,0.587520,11.289422,832.216296,0,0,
compute,gemm:d=bfloat16:m32:k14336:n4096:t8,gemm,bfloat16,8,32,14336,4096,20,4.011028,4.008330,4.124344,4.172669,80.220569,936.940845,0,0,
compute,gemm:d=bfloat16:m64:k4096:n64:t8,gemm,bfloat16,8,64,4096,64,20,0.050443,0.051028,0.057956,0.058970,1.008867,665.190397,0,0,
compute,gemm:d=bfloat16:m64:k4096:n128:t8,gemm,bfloat16,8,64,4096,128,20,0.059274,0.058251,0.062565,0.071173,1.185476,1132.184270,0,0,
compute,gemm:d=bfloat16:m64:k4096:n256:t8,gemm,bfloat16,8,64,4096,256,20,0.131207,0.127669,0.153918,0.154049,2.624140,1022.946398,0,0,
compute,gemm:d=bfloat16:m64:k4096:n512:t8,gemm,bfloat16,8,64,4096,512,20,0.226460,0.221626,0.242560,0.248783,4.529203,1185.354050,0,0,
compute,gemm:d=bfloat16:m64:k4096:n4096:t8,gemm,bfloat16,8,64,4096,4096,20,1.903787,1.901253,1.920338,1.927620,38.075739,1128.006287,0,0,
compute,gemm:d=bfloat16:m64:k4096:n6144:t8,gemm,bfloat16,8,64,4096,6144,20,2.897452,2.893518,2.952145,2.988044,57.949041,1111.744186,0,0,
compute,gemm:d=bfloat16:m64:k4096:n11008:t8,gemm,bfloat16,8,64,4096,11008,20,6.562829,6.565882,6.736456,6.947302,131.256586,879.401557,0,0,
compute,gemm:d=bfloat16:m64:k4096:n28672:t8,gemm,bfloat16,8,64,4096,28672,20,27.637384,27.670302,27.881503,27.904537,552.747681,543.914920,0,0,
compute,gemm:d=bfloat16:m64:k4096:n32000:t8,gemm,bfloat16,8,64,4096,32000,20,30.797525,30.842006,31.743929,31.938809,615.950505,544.758576,0,0,
compute,gemm:d=bfloat16:m64:k14336:n64:t8,gemm,bfloat16,8,64,14336,64,20,0.075711,0.074285,0.081755,0.088821,1.514215,1551.173539,0,0,
compute,gemm:d=bfloat16:m64:k14336:n128:t8,gemm,bfloat16,8,64,14336,128,20,0.271204,0.266679,0.290530,0.293938,5.424070,866.069295,0,0,
compute,gemm:d=bfloat16:m64:k14336:n256:t8,gemm,bfloat16,8,64,14336,256,20,0.397563,0.395621,0.420934,0.430945,7.951268,1181.602854,0,0,
compute,gemm:d=bfloat16:m64:k14336:n512:t8,gemm,bfloat16,8,64,14336,512,20,0.867933,0.868467,0.882677,0.883839,17.358666,1082.484214,0,0,
compute,gemm:d=bfloat16:m64:k14336:n4096:t8,gemm,bfloat16,8,64,14336,4096,20,5.556470,5.511893,5.752589,5.754398,111.129407,1352.691960,0,0,
compute,gemm:d=bfloat16:m128:k4096:n64:t8,gemm,bfloat16,8,128,4096,64,20,0.054874,0.053404,0.067866,0.071575,1.097479,1222.963975,0,0,
compute,gemm:d=bfloat16:m128:k4096:n128:t8,gemm,bfloat16,8,128,4096,128,20,0.106087,0.103947,0.121844,0.122067,2.121742,1265.165397,0,0,
compute,gemm:d=bfloat16:m128:k4096:n256:t8,gemm,bfloat16,8,128,4096,256,20,0.180393,0.176005,0.197113,0.206524,3.607862,1488.058335,0,0,
compute,gemm:d=bfloat16:m128:k4096:n512:t8,gemm,bfloat16,8,128,4096,512,20,0.344732,0.340120,0.363740,0.367138,6.894638,1557.357796,0,0,
compute,gemm:d=bfloat16:m128:k4096:n4096:t8,gemm,bfloat16,8,128,4096,4096,20,2.500578,2.500847,2.543653,2.556007,50.011562,1717.589743,0,0,
compute,gemm:d=bfloat16:m128:k4096:n6144:t8,gemm,bfloat16,8,128,4096,6144,20,3.468590,3.509803,3.558978,3.569136,69.371791,1857.369069,0,0,
compute,gemm:d=bfloat16:m128:k4096:n11008:t8,gemm,bfloat16,8,128,4096,11008,20,6.715949,6.696573,6.902746,6.914483,134.318984,1718.703383,0,0,
compute,gemm:d=bfloat16:m128:k4096:n28672:t8,gemm,bfloat16,8,128,4096,28672,20,20.242567,20.223242,20.622269,20.627199,404.851332,1485.225252,0,0,
compute,gemm:d=bfloat16:m128:k4096:n32000:t8,gemm,bfloat16,8,128,4096,32000,20,22.701295,22.657504,22.988218,23.031724,454.025908,1478.084462,0,0,
compute,gemm:d=bfloat16:m128:k14336:n64:t8,gemm,bfloat16,8,128,14336,64,20,0.183787,0.179417,0.213965,0.215168,3.675739,1278.007084,0,0,
compute,gemm:d=bfloat16:m128:k14336:n128:t8,gemm,bfloat16,8,128,14336,128,20,0.390832,0.388200,0.408422,0.409704,7.816638,1201.954211,0,0,
compute,gemm:d=bfloat16:m128:k14336:n256:t8,gemm,bfloat16,8,128,14336,256,20,0.601198,0.602826,0.618172,0.620454,12.023959,1562.753326,0,0,
compute,gemm:d=bfloat16:m128:k14336:n512:t8,gemm,bfloat16,8,128,14336,512,20,1.080299,1.076948,1.097366,1.101264,21.605986,1739.377404,0,0,
compute,gemm:d=bfloat16:m128:k14336:n4096:t8,gemm,bfloat16,8,128,14336,4096,20,7.057204,7.043434,7.145705,7.178179,141.144077,2130.076707,0,0,
compute,gemm:d=bfloat16:m256:k4096:n64:t8,gemm,bfloat16,8,256,4096,64,20,0.091818,0.088596,0.101345,0.105532,1.836364,1461.776946,0,0,
compute,gemm:d=bfloat16:m256:k4096:n128:t8,gemm,bfloat16,8,256,4096,128,20,0.161613,0.157540,0.180265,0.189790,3.232256,1660.978932,0,0,
compute,gemm:d=bfloat16:m256:k4096:n256:t8,gemm,bfloat16,8,256,4096,256,20,0.245788,0.242635,0.266800,0.267230,4.915761,2184.284028,0,0,
compute,gemm:d=bfloat16:m256:k4096:n512:t8,gemm,bfloat16,8,256,4096,512,20,0.588119,0.586089,0.624484,0.650402,11.762373,1825.723133,0,0,
compute,gemm:d=bfloat16:m256:k4096:n4096:t8,gemm,bfloat16,8,256,4096,4096,20,4.318688,4.317861,4.341315,4.342215,86.373751,1989.015064,0,0,
compute,gemm:d=bfloat16:m256:k4096:n6144:t8,gemm,bfloat16,8,256,4096,6144,20,4.455000,4.446454,4.517744,4.550537,89.099997,2892.233967,0,0,
compute,gemm:d=bfloat16:m256:k4096:n11008:t8,gemm,bfloat16,8,256,4096,11008,20,11.397018,11.230824,11.960463,11.964453,227.940359,2025.569260,0,0,
compute,gemm:d=bfloat16:m256:k4096:n28672:t8,gemm,bfloat16,8,256,4096,28672,20,31.264616,31.219423,31.854457,31.908643,625.292321,1923.245820,0,0,
compute,gemm:d=bfloat16:m256:k4096:n32000:t8,gemm,bfloat16,8,256,4096,32000,20,39.303792,39.263159,39.825449,40.061472,786.075830,1707.439955,0,0,
compute,gemm:d=bfloat16:m256:k14336:n64:t8,gemm,bfloat16,8,256,14336,64,20,0.326580,0.325047,0.343691,0.347317,6.531596,1438.429591,0,0,
compute,gemm:d=bfloat16:m256:k14336:n128:t8,gemm,bfloat16,8,256,14336,128,20,0.523869,0.525390,0.543389,0.552448,10.477386,1793.432247,0,0,
compute,gemm:d=bfloat16:m256:k14336:n256:t8,gemm,bfloat16,8,256,14336,256,20,1.115496,1.120359,1.144992,1.160278,22.309929,1684.495000,0,0,
compute,gemm:d=bfloat16:m256:k14336:n512:t8,gemm,bfloat16,8,256,14336,512,20,2.120665,2.113560,2.151031,2.170665,42.413305,1772.130884,0,0,
compute,gemm:d=bfloat16:m256:k14336:n4096:t8,gemm,bfloat16,8,256,14336,4096,20,17.243788,17.248693,17.345013,17.428190,344.875757,1743.513162,0,0,
compute,merge:out4096:p4:t8,reduction_merge,float32,8,0,0,0,20,0.041820,0.041091,0.042820,0.048372,0.836397,0.000000,4096,4,1868.132000
compute,merge:out4096:p8:t8,reduction_merge,float32,8,0,0,0,20,0.085561,0.085150,0.090693,0.092751,1.711220,0.000000,4096,8,1643.564241
compute,merge:out4096:p16:t8,reduction_merge,float32,8,0,0,0,20,0.160130,0.158402,0.165482,0.165981,3.202600,0.000000,4096,16,1658.808468
compute,merge:out11008:p4:t8,reduction_merge,float32,8,0,0,0,20,0.114538,0.116537,0.121089,0.121981,2.290763,0.000000,11008,4,1833.109209
compute,merge:out11008:p8:t8,reduction_merge,float32,8,0,0,0,20,0.215134,0.216833,0.227523,0.229126,4.302687,0.000000,11008,8,1756.714758
compute,merge:out11008:p16:t8,reduction_merge,float32,8,0,0,0,20,0.417252,0.415071,0.438467,0.439809,8.345045,0.000000,11008,16,1710.876784
compute,merge:out16384:p4:t8,reduction_merge,float32,8,0,0,0,20,0.175337,0.177436,0.184591,0.186073,3.506741,0.000000,16384,4,1782.281611
compute,merge:out16384:p8:t8,reduction_merge,float32,8,0,0,0,20,0.322478,0.324173,0.334512,0.335514,6.449553,0.000000,16384,8,1744.306931
compute,merge:out16384:p16:t8,reduction_merge,float32,8,0,0,0,20,0.634801,0.635641,0.648580,0.653486,12.696021,0.000000,16384,16,1673.752745
